Header,Cluster,Confidence,Source
"EF165111.1 Ochromonas vasocystis CCMP2741 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF165108.1 Ochromonas danica CCMP588 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF165105.1 Chrysocapsa vernalis CCMP278 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF165104.1 Chrysonebula flava CCMP2765; ACOI-647 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF488395.1 Heterosiphonia muelleri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"JF317266.1 Bursaphelenchus africanus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286300.1 Oecetis avara small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286296.1 Brachypanorpa carolinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286295.1 Ctenophora dorsalis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286294.1 Epiphragma fasciapenne small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286292.1 Pycnopsyche lepida small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286289.1 Chorista australis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286288.1 Caurinus dectes small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286287.1 Merope tuber small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286285.1 Boreus coloradensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286283.1 Acanthopsylla rothschildi rothschildi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286282.1 Myodopsylla palposa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286281.1 Hystrichopsylla talpae talpae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286279.1 Tunga monositus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286276.1 Megarthroglossus divisus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF286275.1 Coptopsylla africana small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF076176.1 Amorphochlora amoebiformis small subunit ribosomal RNA gene, partial sequence",1,0.9740476491612924,Eukaryote
"AF076170.1 Amorphochlora amoebiformis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF076169.1 Lotharella globosa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ286017.1 Crangonyx chlebnikovi small subunit ribosomal RNA gene, partial sequence",1,0.9825448051291128,Eukaryote
"HQ286016.1 Stygobromus gracilipes small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ286015.1 Amurocrangonyx arsenjevi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ286014.1 Stygobromus stegerorum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU936124.1 Calycellinopsis xishuangbanna small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FR823430.1 Spio filicornis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM030738.1 Stokesia vernalis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ735295.1 Dunaliella salina small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ259749.1 Uronema marinum CTAS4/I small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"DQ437680.1 Clavaria inaequalis MB04-016 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU441856.1 Apomatus voightae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ445964.1 Ancistrum crassum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ445963.1 Ancistrum haliotis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM437197.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",-1,0.0,Eukaryote
"HM437177.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM437176.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AM713429.1 Diversispora eburnea small subunit ribosomal RNA gene, partial sequence",1,0.6747068368082765,Eukaryote
"GU556152.1 Typhlocharis armata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU556149.1 Trechinotus flavocinctus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU556148.1 Tasmanitachoides fitzroyi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU556140.1 Omalodera limbata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU180610.1 Australiasca laeensis DAOM 226788 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU180609.1 Kylindria peruamazonensis CBS 838.91 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ182220.1 Paradraconema jejuense small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ182217.1 Draconema japonicum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ407406.1 Bursaphelenchus corneolus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM750260.1 Cotterillia bromelicola small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM560654.1 Polysiphonia anomala small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM560632.1 Polysiphonia macrocarpa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM560627.1 Polysiphonia fucoides small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB594394.1 Crenatula modiolaris small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB594377.1 Vulsella vulsella small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB594372.1 Malleus regula small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB594350.1 Pinna muricata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FN824399.1 Schizomeris leibleinii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FN824392.1 Ulothrix fimbriata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FN824386.1 Caespitella pascheri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB052289.1 Pyramimonas aurea MBIC10862 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ015389.1 Soestia zonaria small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ015388.1 Pegea bicaudata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ015382.1 Pyrosomella verticillata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ015379.1 Pyrostremma spinosum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM118544.1 Plakina jani small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM118539.1 Pseudocorticium jarrei small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM118536.1 Oscarella lobularis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU901866.1 Chamaedrilus cognettii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU901855.1 Achaeta bifollicula small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB364286.1 Myrionecta rubra small subunit ribosomal RNA gene, partial sequence",1,0.8328023124079479,Eukaryote
"HQ337902.1 Maryna ovata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM187581.1 Milnesium tardigradum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM187580.1 Macrobiotus polonicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ372646.1 Lycorma delicatula small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ372644.1 Ranatra chinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ372643.1 Notonecta chinensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ526217.1 Ellisella schmitti small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ526216.1 Iridogorgia magnispiralis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU105208.1 Xylochloris irregularis CAUP H 7802 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358629.1 Vibilia armata small subunit ribosomal RNA gene, partial sequence",1,0.9581014267976262,Eukaryote
"GU358627.1 Tetrathyrus forcipatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358626.1 Streetsia porcella small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358619.1 Paraphronima gracilis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358616.1 Hyperietta vosseleri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358615.1 Hemityphis tenuimanus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358614.1 Eupronoe intermedia small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358613.1 Eupronoe intermedia small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU358611.1 Amphithyrus bispinosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ196397.1 Discocephalus ehrenbergi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF535037.1 Leptinus testaceus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF363004.1 Calyptomerus dubius small subunit ribosomal RNA gene, partial sequence",1,0.9900981665092975,Eukaryote
"EF363002.1 Cicones variegatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF362960.1 Orthoperus nigrescens small subunit ribosomal RNA gene, partial sequence",1,0.9400434063183642,Eukaryote
"EF362956.1 Telmatophilus typhae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF362954.1 Pentaphyllus testaceus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF213787.1 Nemadus colonoides small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ585897.1 Neocallimastix frontalis NGL01 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ634969.1 Longidorus henanus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM746728.1 Notomastus hemipodus small subunit ribosomal RNA gene, partial sequence",1,0.8230076617031038,Eukaryote
"AY461376.2 Hepatozoon canis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"DQ018079.1 Dictyosporium elegans NBRC 32502 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY965870.1 Andalucia godoyi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY965865.1 Andalucia godoyi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY856940.1 Tubeufia cerea NBRC 30345 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY856924.1 Helicoma morganii CBS 281.54 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781436.1 Callinectes sapidus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781431.1 Diastylis sculpta small subunit ribosomal RNA gene, partial sequence",1,0.8957807412126294,Eukaryote
"AY781429.1 Paratanais malignus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781428.1 Tanais dulongii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781426.1 Asellus racovitzai small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781425.1 Paramphisopus palustris small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781423.1 Caprella geometrica small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781422.1 Gammarus oceanicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781421.1 Thetispelecaris remex small subunit ribosomal RNA gene, partial sequence",1,0.9594081123119419,Eukaryote
"AY781419.1 Heteromysis formosa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781415.1 Tethysbaena argentarii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY781414.1 Spelaeogriphus lepidops small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY879032.1 Lulwoana uniseptata PP4032 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY879009.1 Lulwoidea lignoarenaria ATCC 64644 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY698072.1 Haliotis diversicolor supertexta small subunit ribosomal RNA gene, complete sequence",1,1.0,Eukaryote
"AY642525.1 Paraphaeosphaeria minitans CBS 147.96 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY620232.1 Hepatozoon felis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY544720.1 Ascobolus carbonarius KH-00-08 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY544717.1 Gyromitra californica 06/22/2003 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY544704.1 Anthracobia macrocystis KH04042003-9 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY544695.1 Botrytis cinerea spat 03-11 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY544687.1 Leotia lubrica spat 03-012 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485514.1 Pleurosigma planktonicum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485510.1 Rhizosolenia shrubsolei small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485486.1 Rhizosolenia pungens small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485480.1 Rhizosolenia fallax small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485477.1 Stellarima microtrias CCMP1471 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485469.1 Porosira pseudodenticulata CCMP1433 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485461.1 Rhizosolenia setigera CCMP1330 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485452.1 Thalassiosira pseudonana CCMP1335 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485450.1 Attheya longicornis CCMP214 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485449.1 Chaetoceros calcitrans PCC537 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY485444.1 Ditylum brightwellii CCMP358 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU597337.1 Tortispora caseinolytica CBS 7881; NRRL Y-17796 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU597333.1 Spencermartinsiella europaea CBS 11730; NRRL Y-48265 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU597332.1 Trichomonascus petasosporus CBS 9602; NRRL YB-2092 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ845409.1 Bursaphelenchus braaschae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"DQ985957.1 Sterigmatomyces halophilus 294 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AB000659.1 Blastobotrys adeninivorans IFO 10858 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU340097.1 Aurospio foodbancsia small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU340094.1 Spiophanes kroyeri small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU340093.1 Prionospio cirrifera small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU340092.1 Aurospio dibranchiata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ409970.1 Zoosphaerium blandum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ409967.1 Zoosphaerium alluaudi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ409957.1 Arthrosphaera brandtii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ409955.1 Procyliosoma leae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ329378.1 Pteria lata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ329367.1 Pinctada longisquamosa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ329327.1 Electroma papilionacea small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF094967.1 Euplotes euryhalinus ADC1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF094960.1 Euplotes focardii 95 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU827592.1 Ergobibamus cyprinoides small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ375058.1 Sphagnum angustifolium small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY184343.2 Dione arcuata BKE834 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY357283.1 Tricladium chaetocladium 83-225 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY357279.1 Lunulospora curvula 94-228 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY357277.1 Goniopila monticola FNP 1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY242234.1 [Candida] derodonti BG99-11-14-5-2-1 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY227717.1 Symbiotaphrina kochii CBS 250.77 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY338724.1 Malenka californica small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY338723.1 Ellipes minuta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY338702.1 Neoephemera youngi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY338698.1 Metretopus borealis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY338694.1 Drunella coloradensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY217910.1 Emoia caeruleocauda small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY217905.1 Lamprolepis smaragdina small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY217893.1 Acontias litoralis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF330214.1 Colpodella tetrahymenae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY184347.1 Minerva aenigmata BTS127 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF279583.1 Septoria epambrosiae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AY071794.1 Aspidytes niobe small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423046.1 Eucallia boussingaultii small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423041.1 Odontocheila cayennensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF368522.1 Pandora dipterigena ARSEF397 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423806.1 Timema knulli small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423805.1 Tenodera aridifolia small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423804.1 Pterophylla camellifolia small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423801.1 Oxyethira dualis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423791.1 Paratettix toltecus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF423777.1 Mydas clavatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF436012.1 Aegla uruguayana small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF436007.1 Upogebia affinis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF436006.1 Jaxea nocturna small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF436003.1 Neotrypaea californiensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF320010.1 Blastomyces dermatitidis ATCC60915 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF235968.1 Geocharax gracilis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF235967.1 Euastacus bispinosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF050474.1 Ophioceras leptosporum ATCC24161 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF093495.1 Cryptosporidium baileyi Chicken C. baileyi genotype (CBA01) small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"M85053.1 Sporothrix schenckii ATCC14284 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HQ392522.1 Hydra vulgaris small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU810184.1 Stenamoeba amazonica P119 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU810183.1 Stenamoeba limacina 4692L small subunit ribosomal RNA gene, partial sequence",1,0.8325515701177708,Eukaryote
"GQ849025.1 Dactylobiotus octavi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ849024.1 Macrobiotus hufelandi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ849023.1 Bertolanius nebulosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ849022.1 Echiniscus testudo small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU868759.1 Tozeuma serratum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"AF025936.2 Basiliolella grayi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622750.1 Spaniocerca zwicki small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622746.1 Aphanicercella flabellata small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622743.1 Desmonemoura brevis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622734.1 Podmosta decepta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622733.1 Visoka cataractae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622732.1 Prostoia besametsa small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622731.1 Nemoura trispinosa small subunit ribosomal RNA gene, partial sequence",1,0.9728180266098874,Eukaryote
"EF622729.1 Paranemoura claasseni small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622727.1 Zapada cinctipes small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622702.1 Nesoperla fulvescens small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622683.1 Sweltsa coloradensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF622677.1 Eucapnopsis brevicauda small subunit ribosomal RNA gene, partial sequence",-1,0.0,Eukaryote
"EF494045.1 Phymatotrichopsis omnivora OKAlf8 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EF441992.1 Phymatotrichopsis omnivora ATCC 28960 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ966007.1 Parastacus pilimanus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ966003.1 Spinastacoides insignis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ966001.1 Euastacus woiwuru small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ966000.1 Euastacus yigara small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965999.1 Euastacus yanga small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965995.1 Euastacus spinifer small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965994.1 Euastacus setosus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965993.1 Euastacus rieki small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965990.1 Euastacus maidae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965988.1 Euastacus bidawalus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"FJ965983.1 Engaewa reducta small subunit ribosomal RNA gene, partial sequence",-1,0.0,Eukaryote
"EU921128.1 Paranephrops planifrons small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU921127.1 Euastacus sulcatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU921126.1 Engaeus fossor small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU921125.1 Cherax quadricarinatus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU921124.1 Cherax cairnsensis small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039901.1 Ilsiella palustris small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039900.1 Hausmanniella discoidea small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039898.1 Cyrtolophosis mucicola small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039894.1 Colpoda henneguyi small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039892.1 Colpoda aspera small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"EU039886.1 Bryometopus atypicus small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM581663.1 Pseudotrichomonas keilini NY0170 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM748759.1 Lacusteria cypriaca LA small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM751211.1 Tristagma uniflorum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM460031.1 Aulodrilus pluriseta small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM460021.1 Tubificoides brownae small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU953246.1 Thorea violacea small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU953244.1 Thorea bachmannii BO5 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU953243.1 Thorea bachmannii 64 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"HM035980.1 Hymeniacidon sinapium small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GU967675.1 Cirrhinus mrigala small subunit ribosomal RNA gene, partial sequence",1,0.8281522399381857,Eukaryote
"GU967674.1 Labeo rohita small subunit ribosomal RNA gene, partial sequence",1,0.899787554453051,Eukaryote
"GU967673.1 Catla catla small subunit ribosomal RNA gene, partial sequence",1,0.8718305544312851,Eukaryote
"GQ214552.1 Glauconema trihymene PRA-270 small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ426595.1 Poecilochaetus serpens small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
"GQ426585.1 Ceratocephale abyssorum small subunit ribosomal RNA gene, partial sequence",1,1.0,Eukaryote
