Header,Source,Cluster,Confidence
"GQ326883.1 Tritoniella belli small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9915418706782235
"GQ326882.1 Doto antarctica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9915418706782235
"GQ326881.1 Doto columbiana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9915418706782235
"GQ326875.1 Doris kerguelenensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.7689427789782391
"GQ326861.1 Dendronotus albopunctatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9915418706782235
"HM991692.1 Thalassiosira lundiana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ007250.1 Trachydiscus minutus CCALA 838 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF893943.1 Tennysonia stellata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY552544.1 Rhizocarpon norvegicum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ280422.1 Xylogone sphaerospora KACC 41222 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ280407.1 Xylogone sphaerospora KACC 41221 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM805038.1 Nitzschia microcephala BA29 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM805019.1 Amphora coffeiformis BA16 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM593016.1 Angomonas desouzai small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM593009.1 Strigomonas culicis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9991302898250937
"GU337993.1 Aphelenchoides paradalianensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY577889.1 Ficopomatus enigmaticus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.7731057512950188
"GQ302714.1 Phreatoicopsis raffae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ261956.1 Terebratella dorsata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB251591.1 Prototheca wickerhamii ATCC 16529 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9851454259689597
"HM991164.1 Myxobolus pavlovskii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF362991.1 Brachypterolus pulicarius small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF209733.1 Brachypterus urticae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB569164.1 Musculus cupreus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB569156.1 Adula falcatoides small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"JF834895.1 Myobia musculi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JN036435.1 Thitarodes armoricanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF317369.1 Gouania mauritiana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF272005.1 Betta pi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU001154.1 Mantamonas plastica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ340975.1 Henneguya tunisiensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8743697481688975
"DQ337137.1 Halmus chalybeus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ337132.1 Cumiarites convexus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ337124.1 Triphyllus hiidiellis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ337121.1 Brachynopus latus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ302229.1 Mycetaea subterranea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ302224.1 Trochoideus desjardinsi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ302223.1 Holoparamecus depressus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ302178.1 Micropsephodes lundgreni small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ384689.1 Galium aparine small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF264840.1 Lankesteria cystodytae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF264839.1 Lankesteria cystodytae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF264837.1 Lankesteria chelyosomae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"L24080.2 Antidaphne viscoidea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.7135425058970811
"GQ410667.1 Cosmocomoidea ashmeadi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU707802.1 Benedenia epinepheli small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ337074.1 Asparagopsis taxiformis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ337073.1 Bonnemaisonia hamifera small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ337072.1 Bonnemaisonia clavata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ337071.1 Bonnemaisonia asparagoides small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ337070.1 Asparagopsis armata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357668.1 Mesodasys laticaudatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357661.1 Paraturbanella teissieri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357658.1 Mesodasys littoralis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357657.1 Mesodasys laticaudatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357652.1 Dactylopodola typhle small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357651.1 Dactylopodola mesotyphle small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357639.1 Acanthodasys aculeatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF357629.1 Tetranchyroderma quadritentaculatum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ790121.1 Ptychopetalum petiolatum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ790120.1 Ongokea gore small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ790109.1 Dulacia candida small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"DQ790106.1 Chaunochiton kappleri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB601108.1 Chrysocampanula spinifera small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR832399.1 Solenofilomorpha justinei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR832396.1 Philactinoposthia ischiae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR832394.1 Philactinoposthia brevis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR832391.1 Childia curinii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF747220.1 Woodruffides metabolicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF747217.1 Maryna umbrellata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM590634.1 Oophila amblystomatis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB573715.1 Kudoa prunusi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU324962.1 Kudoa hemiscylli small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ528908.1 Linguatula serrata small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"HQ907780.1 Hanleyella oldroydi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ907771.1 Leptochiton saitoi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ907768.1 Leptochiton vaubani small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ907750.1 Leptochiton boucheti small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ907741.1 Ferreiraella xylophaga karenae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ413691.1 Diophrys scutum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM581674.1 Dileptus terrenus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263449.1 Protospathidium muscicola small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263447.1 Enchelys gasterosteus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263444.1 Balantidion pellucidum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263442.1 Arcuospathidium namibiense tristicha small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263441.1 Apobryophyllum schmidingeri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF532296.1 Cyberlindnera saturnus WC91-2 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ790750.1 Gloiocladia repens small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ207406.1 Pavlova noctivaga AC 88 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF038025.1 Strigomonas oncopelti ATCC12982 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU187056.1 Apocarchesium rosettum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ870093.1 Spirotrachelostyla tani small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB361593.1 Cyberlindnera saturnus 1002 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ598648.1 Tor khudree small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9978266097090518
"FJ233066.1 Hypselobarbus mussullah small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.851932951851622
"AB593814.1 Apostichopus japonicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ668467.1 Leptopharynx costatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ668466.1 Leptopharynx bromelicola small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB553294.1 Kudoa iwatai small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ868186.1 Sathrophilus planus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ423448.1 Euplotes sinicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9973229485082418
"EU275202.1 Caryotricha minuta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU189071.1 Paradiophrys irmgard small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF486865.1 Psammomitra retractilis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ811090.1 Varistrombidium kielum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ503583.1 Pseudoamphisiella alveolata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ848849.1 Harmandia mekongensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263569.1 Tritirachium dependens IHEM22688 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF263567.1 Tritirachium egenum IHEM3497 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ322412.1 Mesophyllum sphaericum CH1891 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ327930.1 Rhodachlya hawaiiana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ380294.1 Babamunida kanaloa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ380285.1 Gastroptychus rogeri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR728660.1 Galloisiana odaesanensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ981436.1 Ibirhynchus dimorpha small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU590870.1 Homalogastra setosa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU434021.1 Geminella interrupta SAG 8.91 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165136.1 Ochromonas distigma AC25 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165119.1 Tessellaria volvocina CCMP1781 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165118.1 Mallomonas insignis CCMP2549 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165116.1 Synura petersenii CCMP854 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165114.1 Poterioochromonas malhamensis SAG933.1c small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165111.1 Ochromonas vasocystis CCMP2741 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165108.1 Ochromonas danica CCMP588 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165105.1 Chrysocapsa vernalis CCMP278 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF165104.1 Chrysonebula flava CCMP2765; ACOI-647 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF488395.1 Heterosiphonia muelleri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"JF317266.1 Bursaphelenchus africanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286300.1 Oecetis avara small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286296.1 Brachypanorpa carolinensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286295.1 Ctenophora dorsalis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286294.1 Epiphragma fasciapenne small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286292.1 Pycnopsyche lepida small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286289.1 Chorista australis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286288.1 Caurinus dectes small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286287.1 Merope tuber small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286285.1 Boreus coloradensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286283.1 Acanthopsylla rothschildi rothschildi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286282.1 Myodopsylla palposa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286281.1 Hystrichopsylla talpae talpae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286279.1 Tunga monositus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286276.1 Megarthroglossus divisus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF286275.1 Coptopsylla africana small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF076176.1 Amorphochlora amoebiformis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9740476491612924
"AF076170.1 Amorphochlora amoebiformis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AF076169.1 Lotharella globosa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ286017.1 Crangonyx chlebnikovi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9825448051291128
"HQ286016.1 Stygobromus gracilipes small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ286015.1 Amurocrangonyx arsenjevi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ286014.1 Stygobromus stegerorum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU936124.1 Calycellinopsis xishuangbanna small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FR823430.1 Spio filicornis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM030738.1 Stokesia vernalis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ735295.1 Dunaliella salina small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GQ259749.1 Uronema marinum CTAS4/I small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ437680.1 Clavaria inaequalis MB04-016 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU441856.1 Apomatus voightae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ445964.1 Ancistrum crassum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ445963.1 Ancistrum haliotis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM437197.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",Eukaryote,-1,0.0
"HM437177.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM437176.1 Paragorgia arborea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AM713429.1 Diversispora eburnea small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.6747068368082765
"GU556152.1 Typhlocharis armata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU556149.1 Trechinotus flavocinctus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU556148.1 Tasmanitachoides fitzroyi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU556140.1 Omalodera limbata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU180610.1 Australiasca laeensis DAOM 226788 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU180609.1 Kylindria peruamazonensis CBS 838.91 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ182220.1 Paradraconema jejuense small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ182217.1 Draconema japonicum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ407406.1 Bursaphelenchus corneolus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM750260.1 Cotterillia bromelicola small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM560654.1 Polysiphonia anomala small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM560632.1 Polysiphonia macrocarpa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM560627.1 Polysiphonia fucoides small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB594394.1 Crenatula modiolaris small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB594377.1 Vulsella vulsella small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB594372.1 Malleus regula small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB594350.1 Pinna muricata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FN824399.1 Schizomeris leibleinii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FN824392.1 Ulothrix fimbriata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FN824386.1 Caespitella pascheri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB052289.1 Pyramimonas aurea MBIC10862 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ015389.1 Soestia zonaria small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ015388.1 Pegea bicaudata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ015382.1 Pyrosomella verticillata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ015379.1 Pyrostremma spinosum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM118544.1 Plakina jani small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM118539.1 Pseudocorticium jarrei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM118536.1 Oscarella lobularis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU901866.1 Chamaedrilus cognettii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU901855.1 Achaeta bifollicula small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AB364286.1 Myrionecta rubra small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8328023124079479
"HQ337902.1 Maryna ovata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM187581.1 Milnesium tardigradum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM187580.1 Macrobiotus polonicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ372646.1 Lycorma delicatula small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ372644.1 Ranatra chinensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ372643.1 Notonecta chinensis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ526217.1 Ellisella schmitti small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ526216.1 Iridogorgia magnispiralis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EU105208.1 Xylochloris irregularis CAUP H 7802 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358629.1 Vibilia armata small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9581014267976262
"GU358627.1 Tetrathyrus forcipatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358626.1 Streetsia porcella small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358619.1 Paraphronima gracilis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358616.1 Hyperietta vosseleri small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358615.1 Hemityphis tenuimanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358614.1 Eupronoe intermedia small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358613.1 Eupronoe intermedia small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"GU358611.1 Amphithyrus bispinosus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"FJ196397.1 Discocephalus ehrenbergi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF535037.1 Leptinus testaceus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF363004.1 Calyptomerus dubius small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9900981665092975
"EF363002.1 Cicones variegatus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF362960.1 Orthoperus nigrescens small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9400434063183642
"EF362956.1 Telmatophilus typhae small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF362954.1 Pentaphyllus testaceus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"EF213787.1 Nemadus colonoides small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ585897.1 Neocallimastix frontalis NGL01 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HQ634969.1 Longidorus henanus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"HM746728.1 Notomastus hemipodus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8230076617031038
"AY461376.2 Hepatozoon canis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"DQ018079.1 Dictyosporium elegans NBRC 32502 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY965870.1 Andalucia godoyi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY965865.1 Andalucia godoyi small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY856940.1 Tubeufia cerea NBRC 30345 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY856924.1 Helicoma morganii CBS 281.54 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781436.1 Callinectes sapidus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781431.1 Diastylis sculpta small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.8957807412126294
"AY781429.1 Paratanais malignus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781428.1 Tanais dulongii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781426.1 Asellus racovitzai small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781425.1 Paramphisopus palustris small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781423.1 Caprella geometrica small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781422.1 Gammarus oceanicus small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781421.1 Thetispelecaris remex small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,0.9594081123119419
"AY781419.1 Heteromysis formosa small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781415.1 Tethysbaena argentarii small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY781414.1 Spelaeogriphus lepidops small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY879032.1 Lulwoana uniseptata PP4032 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY879009.1 Lulwoidea lignoarenaria ATCC 64644 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY698072.1 Haliotis diversicolor supertexta small subunit ribosomal RNA gene, complete sequence",Eukaryote,1,1.0
"AY642525.1 Paraphaeosphaeria minitans CBS 147.96 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY620232.1 Hepatozoon felis small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY544720.1 Ascobolus carbonarius KH-00-08 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY544717.1 Gyromitra californica 06/22/2003 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY544704.1 Anthracobia macrocystis KH04042003-9 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY544695.1 Botrytis cinerea spat 03-11 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY544687.1 Leotia lubrica spat 03-012 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485514.1 Pleurosigma planktonicum small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485510.1 Rhizosolenia shrubsolei small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485486.1 Rhizosolenia pungens small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485480.1 Rhizosolenia fallax small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485477.1 Stellarima microtrias CCMP1471 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
"AY485469.1 Porosira pseudodenticulata CCMP1433 small subunit ribosomal RNA gene, partial sequence",Eukaryote,1,1.0
